epoch,recall10,mrr10,avg_rate,loss,name
1,0.221640488656,0.0879394166043,145.670157068,5.81133890152,additional
2,0.204188481675,0.0861921382864,148.602094241,5.81984424591,additional
3,0.22687609075,0.107121388404,144.0,5.69369745255,additional
4,0.282722513089,0.12242582897,130.12565445,5.70586490631,additional
5,0.279232111693,0.122480539627,131.942408377,5.6822104454,additional
6,0.260034904014,0.133332640793,129.062827225,5.58764505386,additional
7,0.298429319372,0.157608936536,131.162303665,5.52757692337,additional
8,0.314136125654,0.168008116568,121.073298429,5.50470113754,additional
9,0.291448516579,0.17259688634,121.612565445,5.46969079971,additional
10,0.312390924956,0.180423280423,125.403141361,5.43655776978,additional
11,0.335078534031,0.203184991274,123.22513089,5.35420036316,additional
11,0.333333333333,0.148961190061,117.0,5.35420036316,additional_test
12,0.303664921466,0.150531178149,129.80104712,5.78426170349,additional
12,0.314136125654,0.161365965816,125.120418848,5.78426170349,additional_test
13,0.310645724258,0.177277763927,133.120418848,5.68475246429,additional
13,0.403141361257,0.196377323472,103.717277487,5.68475246429,additional_test
14,0.326352530541,0.192400066484,130.130890052,5.65736722946,additional
14,0.373472949389,0.218413944985,116.172774869,5.65736722946,additional_test
15,0.343804537522,0.204907338153,125.230366492,5.50945854187,additional
15,0.378708551483,0.208262001717,109.748691099,5.50945854187,additional_test
16,0.336823734729,0.186916535084,120.188481675,5.28370332718,additional
16,0.364746945899,0.224221585085,107.492146597,5.28370332718,additional_test
17,0.331588132635,0.187996897421,121.047120419,5.15380525589,additional
17,0.396160558464,0.23647815729,105.842931937,5.15380525589,additional_test
18,0.350785340314,0.196878722402,121.643979058,5.05489730835,additional
18,0.394415357766,0.244150807502,108.890052356,5.05489730835,additional_test
19,0.363001745201,0.213429734896,120.994764398,4.96142625809,additional
19,0.380453752182,0.221895343361,107.937172775,4.96142625809,additional_test
20,0.38219895288,0.202704368542,119.130890052,4.95470619202,additional
20,0.396160558464,0.223955649741,99.3193717277,4.95470619202,additional_test
21,0.361256544503,0.205426743123,118.586387435,5.00518274307,additional
21,0.420593368237,0.254520208316,105.785340314,5.00518274307,additional_test
22,0.363001745201,0.208580570099,117.696335079,4.97692966461,additional
22,0.48167539267,0.316490761517,96.1570680628,4.97692966461,additional_test
23,0.357766143106,0.200430067315,119.282722513,4.98253154755,additional
23,0.404886561955,0.236898529045,107.413612565,4.98253154755,additional_test
24,0.368237347295,0.210016897975,116.136125654,4.96959781647,additional
24,0.411867364747,0.241960996149,96.3507853403,4.96959781647,additional_test
25,0.371727748691,0.206494639741,114.141361257,4.95304298401,additional
25,0.394415357766,0.247236765561,106.256544503,4.95304298401,additional_test
26,0.378708551483,0.208334718413,113.356020942,4.97064828873,additional
26,0.410122164049,0.240999750686,104.068062827,4.97064828873,additional_test
27,0.369982547993,0.207322917532,113.068062827,4.97689580917,additional
27,0.387434554974,0.222925842821,105.403141361,4.97689580917,additional_test
28,0.38219895288,0.206824981301,113.047120419,5.00684070587,additional
28,0.403141361257,0.246941743539,102.293193717,5.00684070587,additional_test
29,0.392670157068,0.218222803956,114.811518325,4.95606851578,additional
29,0.458987783595,0.262166542009,84.9476439791,4.95606851578,additional_test
30,0.39092495637,0.221733289011,112.863874346,4.90585327148,additional
30,0.392670157068,0.224369788637,111.916230366,4.90585327148,additional_test
31,0.39092495637,0.2222686224,112.329842932,4.87080001831,additional
31,0.452006980803,0.297790797529,91.7068062827,4.87080001831,additional_test
32,0.380453752182,0.215679104684,112.308900524,4.86514186859,additional
32,0.478184991274,0.286405440594,95.942408377,4.86514186859,additional_test
33,0.376963350785,0.216879276434,111.821989529,4.89071178436,additional
33,0.43630017452,0.273642621679,95.0,4.89071178436,additional_test
34,0.380453752182,0.227193966592,108.869109948,4.92528963089,additional
34,0.352530541012,0.228150364276,112.115183246,4.92528963089,additional_test
35,0.39092495637,0.218919499155,108.340314136,4.92231464386,additional
35,0.448516579407,0.258839580044,91.0680628272,4.92231464386,additional_test
36,0.364746945899,0.221650876756,109.298429319,4.91779184341,additional
36,0.420593368237,0.245776891327,98.9947643979,4.91779184341,additional_test
37,0.385689354276,0.229029890025,105.314136126,4.91583633423,additional
37,0.441535776614,0.279938502452,91.445026178,4.91583633423,additional_test
38,0.368237347295,0.23099047065,105.869109948,4.92376708984,additional
38,0.369982547993,0.245239480318,109.931937173,4.92376708984,additional_test
39,0.368237347295,0.226446715976,105.863874346,4.95647573471,additional
39,0.410122164049,0.240029502202,101.54973822,4.95647573471,additional_test
40,0.378708551483,0.230609573672,105.696335079,4.97072839737,additional
40,0.411867364747,0.265818305216,107.120418848,4.97072839737,additional_test
41,0.376963350785,0.237361838278,105.753926702,4.9191031456,additional
41,0.446771378709,0.275778414915,103.528795812,4.9191031456,additional_test
42,0.385689354276,0.23904124768,103.460732984,4.88751029968,additional
42,0.43630017452,0.265782293138,101.54973822,4.88751029968,additional_test
43,0.38219895288,0.227271531067,103.45026178,4.89314889908,additional
43,0.474694589878,0.294893902878,92.7539267016,4.89314889908,additional_test
44,0.389179755672,0.246618327377,103.821989529,4.92003536224,additional
44,0.406631762653,0.248337904097,97.9371727749,4.92003536224,additional_test
45,0.385689354276,0.240461647137,104.371727749,4.96542787552,additional
45,0.415357766143,0.282792459625,103.696335079,4.96542787552,additional_test
46,0.375218150087,0.248220864844,104.727748691,4.9429359436,additional
46,0.431064572426,0.270508185822,100.476439791,4.9429359436,additional_test
47,0.371727748691,0.227114324497,108.193717277,5.06618118286,additional
47,0.340314136126,0.192208232915,113.832460733,5.06618118286,additional_test
48,0.410122164049,0.241538546774,106.240837696,5.04159021378,additional
48,0.335078534031,0.218343998449,119.67539267,5.04159021378,additional_test
49,0.413612565445,0.251788830716,104.591623037,5.06825876236,additional
49,0.432809773124,0.253356048644,105.806282723,5.06825876236,additional_test
50,0.422338568935,0.256462782903,104.780104712,5.08552646637,additional
50,0.418848167539,0.252309620765,104.780104712,5.08552646637,additional_test
