epoch,recall10,mrr10,avg_rate,loss,name
1,0.361256544503,0.230595030333,109.157068063,5.75143098831,additional
2,0.422338568935,0.288033602039,112.219895288,5.14812421799,additional
3,0.44502617801,0.294142497022,108.240837696,4.61730289459,additional
4,0.443280977312,0.289318956204,106.382198953,4.25359487534,additional
5,0.422338568935,0.285577855342,109.884816754,3.9090526104,additional
6,0.432809773124,0.283494695144,113.115183246,3.64263987541,additional
7,0.420593368237,0.275230615807,111.178010471,3.39304614067,additional
8,0.425828970332,0.269916756697,116.523560209,3.1809668541,additional
9,0.418848167539,0.267560043214,118.178010471,2.98103284836,additional
10,0.432809773124,0.258800105266,121.659685864,2.81600379944,additional
11,0.413612565445,0.237289814122,123.010471204,2.63935947418,additional
11,0.415357766143,0.251151693953,101.795811518,2.63935947418,additional_test
12,0.366492146597,0.238138868113,121.329842932,5.8252696991,additional
12,0.397905759162,0.219701376769,105.502617801,5.8252696991,additional_test
13,0.385689354276,0.217887614615,126.068062827,5.30136442184,additional
13,0.446771378709,0.263064766337,92.8115183246,5.30136442184,additional_test
14,0.376963350785,0.218222803956,121.916230366,4.34190177917,additional
14,0.397905759162,0.249156486329,106.209424084,4.34190177917,additional_test
15,0.392670157068,0.218125155821,115.937172775,3.80395269394,additional
15,0.417102966841,0.238096623175,109.947643979,3.80395269394,additional_test
16,0.392670157068,0.228218233192,118.005235602,3.71943950653,additional
16,0.458987783595,0.271970830217,102.942408377,3.71943950653,additional_test
17,0.392670157068,0.217727637885,115.418848168,3.74522662163,additional
17,0.420593368237,0.23562356298,101.172774869,3.74522662163,additional_test
18,0.397905759162,0.219359954569,117.183246073,3.59308648109,additional
18,0.457242582897,0.258340258733,108.42408377,3.59308648109,additional_test
19,0.397905759162,0.207098534585,113.979057592,3.5419960022,additional
19,0.438045375218,0.255236294634,106.921465969,3.5419960022,additional_test
20,0.366492146597,0.196859331283,115.513089005,3.55234289169,additional
20,0.394415357766,0.254810382559,105.842931937,3.55234289169,additional_test
21,0.396160558464,0.213078617136,110.089005236,3.53899145126,additional
21,0.408376963351,0.253619213829,107.413612565,3.53899145126,additional_test
22,0.383944153578,0.219703454389,114.712041885,3.45500993729,additional
22,0.47294938918,0.290723427242,95.1989528796,3.45500993729,additional_test
23,0.39092495637,0.208924762459,110.162303665,3.55889749527,additional
23,0.42757417103,0.254443336381,99.4293193717,3.55889749527,additional_test
24,0.397905759162,0.220788664506,108.816753927,3.64212059975,additional
24,0.394415357766,0.243976287432,104.680628272,3.64212059975,additional_test
25,0.396160558464,0.219979085293,110.214659686,3.71351981163,additional
25,0.389179755672,0.245944485997,110.769633508,3.71351981163,additional_test
26,0.363001745201,0.203380287543,115.534031414,3.67284560204,additional
26,0.497382198953,0.267078035403,84.335078534,3.67284560204,additional_test
27,0.396160558464,0.221282445497,111.670157068,3.75806355476,additional
27,0.378708551483,0.211798803291,109.235602094,3.75806355476,additional_test
28,0.376963350785,0.208615889637,113.293193717,3.79692959785,additional
28,0.424083769634,0.239834898474,100.214659686,3.79692959785,additional_test
29,0.394415357766,0.218415330065,111.340314136,3.77684092522,additional
29,0.474694589878,0.273957034821,89.4764397906,3.77684092522,additional_test
30,0.369982547993,0.19434887393,115.884816754,3.77156543732,additional
30,0.369982547993,0.221431341588,117.685863874,3.77156543732,additional_test
31,0.394415357766,0.213766309316,112.277486911,3.6750330925,additional
31,0.464223385689,0.269466605723,88.4136125654,3.6750330925,additional_test
32,0.387434554974,0.2013691515,112.308900524,3.77684617043,additional
32,0.47294938918,0.278499404416,86.2879581152,3.77684617043,additional_test
33,0.378708551483,0.211865287127,114.193717277,3.7732667923,additional
33,0.431064572426,0.269363417269,106.120418848,3.7732667923,additional_test
34,0.371727748691,0.203522258234,114.963350785,3.77511358261,additional
34,0.387434554974,0.222282473199,105.219895288,3.77511358261,additional_test
35,0.385689354276,0.216738690822,110.544502618,3.82637524605,additional
35,0.404886561955,0.231131748802,111.560209424,3.82637524605,additional_test
36,0.392670157068,0.212989279481,112.0,3.89951062202,additional
36,0.417102966841,0.228689160365,98.8534031414,3.89951062202,additional_test
37,0.380453752182,0.222611429679,110.890052356,3.92135477066,additional
37,0.439790575916,0.269303858833,103.387434555,3.92135477066,additional_test
38,0.394415357766,0.210572315023,110.471204188,3.98455691338,additional
38,0.401396160558,0.235061220532,102.476439791,3.98455691338,additional_test
39,0.383944153578,0.208190670102,111.0,4.22411108017,additional
39,0.465968586387,0.26541801712,97.5916230366,4.22411108017,additional_test
40,0.39092495637,0.213261447686,111.931937173,4.13473701477,additional
40,0.417102966841,0.256124130862,101.785340314,4.13473701477,additional_test
41,0.389179755672,0.211093797612,114.382198953,3.97604727745,additional
41,0.413612565445,0.272932075681,103.591623037,3.97604727745,additional_test
42,0.389179755672,0.211694229757,113.104712042,3.96048498154,additional
42,0.431064572426,0.248689021857,103.204188482,3.96048498154,additional_test
43,0.394415357766,0.225697387739,115.183246073,3.95587944984,additional
43,0.439790575916,0.277532618632,98.5497382199,3.95587944984,additional_test
44,0.439790575916,0.222118341228,112.989528796,3.96786403656,additional
44,0.396160558464,0.224346934818,102.109947644,3.96786403656,additional_test
45,0.425828970332,0.228570736031,112.554973822,3.95576405525,additional
45,0.373472949389,0.241228288872,116.90052356,3.95576405525,additional_test
46,0.452006980803,0.234343749134,112.020942408,4.04584789276,additional
46,0.417102966841,0.247199368404,100.005235602,4.04584789276,additional_test
47,0.43630017452,0.235775229231,110.492146597,4.12604665756,additional
47,0.396160558464,0.240826615696,108.188481675,4.12604665756,additional_test
48,0.44502617801,0.235460816089,110.863874346,4.28255939484,additional
48,0.38219895288,0.205921909194,115.910994764,4.28255939484,additional_test
49,0.434554973822,0.231232167096,112.612565445,4.17355585098,additional
49,0.415357766143,0.238252444666,104.418848168,4.17355585098,additional_test
50,0.424083769634,0.240361228843,108.753926702,4.18782377243,additional
50,0.420593368237,0.23835909582,108.753926702,4.18782377243,additional_test
