epoch,recall10,mrr10,avg_rate,loss,name
1,0.233856893543,0.109878389983,68.6282722513,4.95564603806,additional
2,0.310645724258,0.156587440095,66.4607329843,4.91975307465,additional
3,0.335078534031,0.174327543699,61.445026178,4.92709445953,additional
4,0.389179755672,0.211826504889,54.4816753927,4.87783002853,additional
5,0.387434554974,0.238787085515,53.1780104712,4.91871881485,additional
6,0.418848167539,0.243508822959,52.1256544503,4.83326292038,additional
7,0.42757417103,0.253383750242,50.9895287958,4.79530763626,additional
8,0.450261780105,0.272293553838,48.8272251309,4.72516536713,additional
9,0.457242582897,0.271761683149,48.6230366492,4.66640472412,additional
10,0.462478184991,0.291076622621,48.0471204188,4.6097817421,additional
11,0.462478184991,0.266343250506,48.5287958115,4.53868865967,additional
11,0.335078534031,0.205955843652,59.9581151832,4.53868865967,additional_test
12,0.38219895288,0.186237845924,56.5445026178,5.28586816788,additional
12,0.340314136126,0.188778082495,65.3246073298,5.28586816788,additional_test
13,0.411867364747,0.233549405801,49.4345549738,5.07339763641,additional
13,0.44502617801,0.234226709881,49.8115183246,5.07339763641,additional_test
14,0.403141361257,0.224811629131,50.4712041885,4.71477222443,additional
14,0.376963350785,0.22036898529,54.8376963351,4.71477222443,additional_test
15,0.404886561955,0.231806282723,49.5235602094,4.61523008347,additional
15,0.375218150087,0.230599878113,52.4554973822,4.61523008347,additional_test
16,0.403141361257,0.231732180947,51.4659685864,4.8107380867,additional
16,0.438045375218,0.255719687526,50.8848167539,4.8107380867,additional_test
17,0.418848167539,0.249952214743,51.1884816754,4.66342973709,additional
17,0.499127399651,0.287357683038,44.4816753927,4.66342973709,additional_test
18,0.424083769634,0.243726973046,49.9633507853,4.6537361145,additional
18,0.420593368237,0.288323776282,49.8062827225,4.6537361145,additional_test
19,0.406631762653,0.240566220671,48.9895287958,4.73624134064,additional
19,0.457242582897,0.285477437048,47.3926701571,4.73624134064,additional_test
20,0.429319371728,0.250923848306,49.9371727749,4.77670049667,additional
20,0.462478184991,0.262393002576,46.7958115183,4.77670049667,additional_test
21,0.438045375218,0.249108701072,49.3141361257,4.70760393143,additional
21,0.453752181501,0.272379428793,45.8952879581,4.70760393143,additional_test
22,0.432809773124,0.25394678523,49.5340314136,4.71432924271,additional
22,0.488656195462,0.271513061304,45.0471204188,4.71432924271,additional_test
23,0.42757417103,0.249205656666,48.4502617801,4.66870355606,additional
23,0.446771378709,0.269439596665,49.7434554974,4.66870355606,additional_test
24,0.434554973822,0.250737555057,48.4240837696,4.65759992599,additional
24,0.425828970332,0.249333084019,49.612565445,4.65759992599,additional_test
25,0.429319371728,0.237091055154,49.5287958115,4.64950275421,additional
25,0.469458987784,0.293798997202,43.7853403141,4.64950275421,additional_test
26,0.439790575916,0.241303083188,48.5811518325,4.53631019592,additional
26,0.450261780105,0.278704396244,44.9319371728,4.53631019592,additional_test
27,0.42757417103,0.239978254245,48.0994764398,4.50403881073,additional
27,0.441535776614,0.244920911937,46.8952879581,4.50403881073,additional_test
28,0.431064572426,0.247487465027,47.8586387435,4.46524858475,additional
28,0.452006980803,0.280962769052,46.6596858639,4.46524858475,additional_test
29,0.439790575916,0.243114075182,47.6910994764,4.47695636749,additional
29,0.460732984293,0.301243801767,40.4293193717,4.47695636749,additional_test
30,0.431064572426,0.241050998643,48.0104712042,4.4310541153,additional
30,0.441535776614,0.259978808277,48.3717277487,4.4310541153,additional_test
31,0.418848167539,0.24829150392,48.1780104712,4.33287715912,additional
31,0.464223385689,0.251610847946,48.8586387435,4.33287715912,additional_test
32,0.431064572426,0.252967533727,47.6963350785,4.34798145294,additional
32,0.415357766143,0.268937505194,50.5811518325,4.34798145294,additional_test
33,0.420593368237,0.242303110889,48.0942408377,4.3585934639,additional
33,0.410122164049,0.2229445414,53.3246073298,4.3585934639,additional_test
34,0.432809773124,0.242749106623,48.4240837696,4.37678050995,additional
34,0.42757417103,0.274882268207,52.0785340314,4.37678050995,additional_test
35,0.422338568935,0.237489958171,47.9214659686,4.43374347687,additional
35,0.404886561955,0.258793872406,53.3664921466,4.43374347687,additional_test
36,0.43630017452,0.244504002881,48.6858638743,4.42650604248,additional
36,0.417102966841,0.242216543395,51.8481675393,4.42650604248,additional_test
37,0.42757417103,0.242436078562,47.8638743455,4.45230340958,additional
37,0.485165794066,0.326337987202,48.5130890052,4.45230340958,additional_test
