epoch,recall10,mrr10,ndcg,avg_rate,loss,name
1,0.324607329843,0.167386215685,0.204043759699,114.759162304,5.7342543602,additional
2,0.42757417103,0.246080223829,0.288817554542,95.9738219895,5.5539522171,additional
3,0.48167539267,0.281295880772,0.328127090509,89.4764397906,5.44381380081,additional
4,0.460732984293,0.300801268733,0.33892621397,89.7329842932,5.34516096115,additional
5,0.479930191972,0.307995373833,0.34817398117,89.6439790576,5.27357721329,additional
6,0.478184991274,0.312954652483,0.352031648624,90.6178010471,5.20803785324,additional
7,0.469458987784,0.308367960331,0.346732227691,91.2408376963,5.1565861702,additional
8,0.474694589878,0.315165932574,0.353130838332,91.5445026178,5.10961294174,additional
9,0.476439790576,0.314658993324,0.352917684669,91.9790575916,5.06788110733,additional
10,0.467713787086,0.322788719909,0.357287776062,92.7172774869,5.03010559082,additional
11,0.483420593368,0.320967339816,0.359588474086,92.8010471204,4.99518013,additional
11,0.432809773124,0.248181390066,0.292005135141,98.9005235602,4.99518013,additional_test
12,0.485165794066,0.316672206986,0.357118284772,94.4816753927,5.7912774086,additional
12,0.462478184991,0.268621014433,0.314917001347,94.1518324607,5.7912774086,additional_test
13,0.492146596859,0.327475830355,0.366462498737,96.1465968586,5.57580947876,additional
13,0.504363001745,0.279369234605,0.331873801545,92.1256544503,5.57580947876,additional_test
14,0.490401396161,0.332901188399,0.370611923279,96.6387434555,5.41769075394,additional
14,0.434554973822,0.270067730408,0.309007256944,83.7853403141,5.41769075394,additional_test
15,0.492146596859,0.330917753954,0.369672625537,94.5916230366,5.51808977127,additional
15,0.453752181501,0.284368680573,0.324835519671,91.5968586387,5.51808977127,additional_test
16,0.483420593368,0.326853236932,0.364227162953,94.4869109948,5.46677064896,additional
16,0.434554973822,0.309192082883,0.339142435133,101.685863874,5.46677064896,additional_test
17,0.485165794066,0.320980498075,0.36036586071,94.5602094241,5.4670290947,additional
17,0.500872600349,0.324870495028,0.366438355541,90.6020942408,5.4670290947,additional_test
18,0.48167539267,0.328169755395,0.365139563569,94.7643979058,5.43360042572,additional
18,0.474694589878,0.300281863764,0.341326964707,101.806282723,5.43360042572,additional_test
19,0.486910994764,0.322228455082,0.361484207764,95.1884816754,5.45960044861,additional
19,0.485165794066,0.309226017341,0.350662873519,87.502617801,5.45960044861,additional_test
20,0.486910994764,0.316298927948,0.357052848051,95.6492146597,5.47023200989,additional
20,0.465968586387,0.300363583479,0.339285776432,94.1361256545,5.47023200989,additional_test
21,0.488656195462,0.326754896258,0.365208962519,95.335078534,5.47268676758,additional
21,0.450261780105,0.295598908557,0.332138145909,96.1780104712,5.47268676758,additional_test
22,0.476439790576,0.317260865952,0.355336880974,95.4816753927,5.45348024368,additional
22,0.558464223386,0.381687858389,0.423519257465,73.277486911,5.45348024368,additional_test
23,0.479930191972,0.311791877891,0.352054508404,95.5183246073,5.46479988098,additional
23,0.432809773124,0.296540762902,0.328638762545,96.6439790576,5.46479988098,additional_test
24,0.478184991274,0.323693177096,0.360742315161,94.9319371728,5.44945573807,additional
24,0.439790575916,0.302127482756,0.334705706333,88.1570680628,5.44945573807,additional_test
25,0.48167539267,0.32790866783,0.364556858372,95.0837696335,5.44980669022,additional
25,0.485165794066,0.332446189645,0.368485548063,90.9371727749,5.44980669022,additional_test
26,0.479930191972,0.325376741738,0.36239508226,94.9162303665,5.44406700134,additional
26,0.51832460733,0.308127648965,0.35776826399,74.664921466,5.44406700134,additional_test
27,0.479930191972,0.326566525389,0.363192049669,94.6544502618,5.40600824356,additional
27,0.458987783595,0.294474223663,0.332906381479,92.3612565445,5.40600824356,additional_test
28,0.48167539267,0.325540181168,0.362987706114,94.3979057592,5.40099334717,additional
28,0.500872600349,0.31386672761,0.357962344862,84.6335078534,5.40099334717,additional_test
29,0.48167539267,0.331090196404,0.367028005811,94.5445026178,5.35489654541,additional
29,0.506108202443,0.338895121749,0.378640076157,79.4554973822,5.35489654541,additional_test
30,0.478184991274,0.332228732098,0.367134139846,94.6544502618,5.29245471954,additional
30,0.411867364747,0.259201085903,0.295087665072,101.371727749,5.29245471954,additional_test
31,0.479930191972,0.324451508352,0.361622069744,94.2041884817,5.20544862747,additional
31,0.497382198953,0.353210615252,0.387811868974,83.2251308901,5.20544862747,additional_test
32,0.483420593368,0.337210172027,0.372320560164,93.9267015707,5.18568372726,additional
32,0.513089005236,0.335264134741,0.376972651693,88.890052356,5.18568372726,additional_test
33,0.478184991274,0.331395606526,0.366451440771,93.890052356,5.16096496582,additional
33,0.516579406632,0.3404159395,0.381700228479,87.7958115183,5.16096496582,additional_test
34,0.479930191972,0.32586359733,0.362651870994,93.6596858639,5.14472055435,additional
34,0.469458987784,0.303437768359,0.342861102982,93.722513089,5.14472055435,additional_test
35,0.478184991274,0.33047106568,0.365964480573,93.5445026178,5.1349029541,additional
35,0.497382198953,0.325822737472,0.366310530809,82.1884816754,5.1349029541,additional_test
36,0.478184991274,0.323730574254,0.360818187186,93.6439790576,5.11223506927,additional
36,0.469458987784,0.324085847253,0.358306466108,83.9214659686,5.11223506927,additional_test
37,0.485165794066,0.320216626499,0.359646966268,93.5287958115,5.11223363876,additional
37,0.497382198953,0.362875702928,0.394729322102,86.6073298429,5.11223363876,additional_test
38,0.485165794066,0.336004459957,0.371696805337,94.3455497382,5.1041431427,additional
38,0.458987783595,0.306101277044,0.342475740829,97.7905759162,5.1041431427,additional_test
39,0.488656195462,0.33494002604,0.371599892991,93.8848167539,5.08709192276,additional
39,0.47294938918,0.31317695781,0.35054777291,89.8638743455,5.08709192276,additional_test
40,0.48167539267,0.341011523865,0.374423607326,93.5392670157,5.10373830795,additional
40,0.509598603839,0.326286046705,0.369162479273,85.277486911,5.10373830795,additional_test
41,0.483420593368,0.337712263498,0.372541350036,93.3193717277,5.04207468033,additional
41,0.476439790576,0.331219701377,0.365787114991,85.0837696335,5.04207468033,additional_test
42,0.486910994764,0.340991440206,0.375747394243,93.0314136126,4.98613882065,additional
42,0.528795811518,0.344679908031,0.388257296762,77.5392670157,4.98613882065,additional_test
43,0.492146596859,0.337523892629,0.374424981498,93.4397905759,4.97145366669,additional
43,0.558464223386,0.349722984016,0.39910161676,79.5340314136,4.97145366669,additional_test
44,0.490401396161,0.343111305022,0.378460357342,93.0994764398,4.96436977386,additional
44,0.48167539267,0.321524141943,0.359420405467,85.0366492147,4.96436977386,additional_test
45,0.486910994764,0.336682456578,0.372550064022,93.4397905759,4.96976518631,additional
45,0.504363001745,0.338036372199,0.377231314676,90.9895287958,4.96976518631,additional_test
46,0.488656195462,0.322365577994,0.362380458846,93.2879581152,4.99164485931,additional
46,0.471204188482,0.327146873875,0.360808620271,97.832460733,4.99164485931,additional_test
47,0.490401396161,0.338785007895,0.375258730221,93.4921465969,5.01683616638,additional
47,0.413612565445,0.265188093853,0.300562466343,95.612565445,5.01683616638,additional_test
48,0.486910994764,0.333526551982,0.370349774521,93.3926701571,5.03993797302,additional
48,0.448516579407,0.289472700075,0.326748442919,94.6492146597,5.03993797302,additional_test
49,0.486910994764,0.339520485332,0.374842491195,92.7591623037,5.05917644501,additional
49,0.460732984293,0.306721100307,0.343203736962,94.8586387435,5.05917644501,additional_test
50,0.490401396161,0.344823263802,0.3796869418,93.057591623,5.07012319565,additional
50,0.488656195462,0.338980996704,0.374777974503,93.057591623,5.07012319565,additional_test
