epoch,recall10,mrr10,avg_rate,loss,name
1,0.184991273997,0.0749529072828,196.905759162,6.25276422501,additional
2,0.219895287958,0.0885730906673,191.769633508,6.1367931366,additional
3,0.228621291449,0.096798387767,189.832460733,6.1203918457,additional
4,0.267015706806,0.12002617801,182.12565445,6.08308839798,additional
5,0.26352530541,0.133513393723,176.612565445,6.04165887833,additional
6,0.265270506108,0.138674201501,158.54973822,5.91750144958,additional
7,0.296684118674,0.183230144879,152.45026178,5.84284877777,additional
8,0.338568935428,0.193239424915,152.87434555,5.71485710144,additional
9,0.347294938918,0.191500457076,145.345549738,5.65705919266,additional
10,0.368237347295,0.205349178648,150.12565445,5.57028722763,additional
11,0.350785340314,0.205617191612,152.052356021,5.50364542007,additional
11,0.268760907504,0.137681791739,158.554973822,5.50364542007,additional_test
12,0.293193717277,0.147800493088,165.439790576,5.87475442886,additional
12,0.270506108202,0.132033435829,166.178010471,5.87475442886,additional_test
13,0.349040139616,0.210564697083,144.078534031,5.77114534378,additional
13,0.352530541012,0.169464528103,147.486910995,5.77114534378,additional_test
14,0.368237347295,0.205124795701,140.795811518,5.81660318375,additional
14,0.34554973822,0.221159173384,141.565445026,5.81660318375,additional_test
15,0.369982547993,0.217324579628,139.910994764,5.62087345123,additional
15,0.420593368237,0.239276711266,118.837696335,5.62087345123,additional_test
16,0.38219895288,0.213985151943,136.958115183,5.41679525375,additional
16,0.369982547993,0.222696612095,130.32460733,5.41679525375,additional_test
17,0.352530541012,0.211859746807,140.916230366,5.40631628036,additional
17,0.406631762653,0.243603700934,134.926701571,5.40631628036,additional_test
18,0.375218150087,0.221121083687,137.905759162,5.33066272736,additional
18,0.44502617801,0.281915011496,121.643979058,5.33066272736,additional_test
19,0.356020942408,0.211348652317,147.429319372,5.23612976074,additional
19,0.438045375218,0.27242652151,118.670157068,5.23612976074,additional_test
20,0.38219895288,0.249025596277,142.67539267,5.1972322464,additional
20,0.417102966841,0.251504196792,129.842931937,5.1972322464,additional_test
21,0.364746945899,0.223891936065,140.078534031,5.17294359207,additional
21,0.38219895288,0.244841962381,129.471204188,5.17294359207,additional_test
22,0.363001745201,0.213221280368,138.235602094,5.27125883102,additional
22,0.455497382199,0.294871741599,108.523560209,5.27125883102,additional_test
23,0.371727748691,0.222866976925,136.204188482,5.24953699112,additional
23,0.448516579407,0.278948170309,125.895287958,5.24953699112,additional_test
24,0.371727748691,0.226014571041,135.952879581,5.21915721893,additional
24,0.467713787086,0.287832072911,118.544502618,5.21915721893,additional_test
25,0.373472949389,0.221677885814,136.167539267,5.20320653915,additional
25,0.431064572426,0.287627773623,116.136125654,5.20320653915,additional_test
26,0.380453752182,0.237888861187,135.282722513,5.20328950882,additional
26,0.420593368237,0.259263414499,126.465968586,5.20328950882,additional_test
27,0.397905759162,0.25719964542,134.345549738,5.25875091553,additional
27,0.469458987784,0.327443280977,113.968586387,5.25875091553,additional_test
28,0.404886561955,0.246650184216,134.691099476,5.30160903931,additional
28,0.48167539267,0.285648494418,124.083769634,5.30160903931,additional_test
