epoch,recall10,mrr10,avg_rate,loss,name
1,0.478184991274,0.333969777556,89.7015706806,5.58873605728,additional
2,0.493891797557,0.342316269149,93.335078534,4.9612622261,additional
3,0.474694589878,0.336664450539,96.5078534031,4.55013847351,additional
4,0.474694589878,0.333989861215,97.1151832461,4.23061180115,additional
5,0.464223385689,0.324760381174,98.7434554974,3.97231173515,additional
6,0.462478184991,0.326972353805,99.3717277487,3.74395608902,additional
7,0.448516579407,0.314413141638,100.753926702,3.54002285004,additional
8,0.434554973822,0.300905842267,102.366492147,3.36094045639,additional
9,0.452006980803,0.30530554863,101.97382199,3.19825434685,additional
10,0.443280977312,0.292443003961,102.848167539,3.05011177063,additional
11,0.441535776614,0.284532812543,103.146596859,2.90962934494,additional
11,0.403141361257,0.227824870495,106.047120419,2.90962934494,additional_test
12,0.415357766143,0.258435136707,104.989528796,6.08241081238,additional
12,0.443280977312,0.262453253553,98.6858638743,6.08241081238,additional_test
13,0.443280977312,0.251777750076,102.340314136,5.32040214539,additional
13,0.469458987784,0.265249037369,95.9476439791,5.32040214539,additional_test
14,0.431064572426,0.269371727749,103.916230366,4.71424865723,additional
14,0.422338568935,0.254260505831,104.926701571,4.71424865723,additional_test
15,0.443280977312,0.28202512535,101.916230366,4.40735769272,additional
15,0.448516579407,0.262242721405,99.3298429319,4.40735769272,additional_test
16,0.443280977312,0.274773539433,103.068062827,4.22536277771,additional
16,0.467713787086,0.28698371146,99.4607329843,4.22536277771,additional_test
17,0.43630017452,0.281803512563,104.010471204,3.94107484818,additional
17,0.403141361257,0.235524529765,98.3089005236,3.94107484818,additional_test
18,0.429319371728,0.27723205629,105.157068063,3.65265345573,additional
18,0.431064572426,0.276256960027,110.664921466,3.65265345573,additional_test
19,0.443280977312,0.278750103881,108.267015707,3.62139439583,additional
19,0.474694589878,0.260921355162,94.5759162304,3.62139439583,additional_test
20,0.441535776614,0.286393667415,107.560209424,3.63477635384,additional
20,0.401396160558,0.234352752154,100.795811518,3.63477635384,additional_test
21,0.431064572426,0.271709742652,108.560209424,3.65943336487,additional
