epoch,recall10,mrr10,ndcg,avg_rate,loss,name
1,0.51,0.248884259259,0.310205409066,10421.1925,10.6957397461,additional
2,0.5125,0.251225529101,0.312410721615,10619.8075,10.2360582352,additional
3,0.503333333333,0.252444113757,0.311436359803,10664.2475,9.89570045471,additional
4,0.5025,0.255482142857,0.313769288583,10731.6,9.5684967041,additional
5,0.5,0.24701223545,0.306451372402,10703.0675,9.2113494873,additional
6,0.488333333333,0.245806878307,0.302924141853,10681.0175,8.88908863068,additional
7,0.483333333333,0.249964285714,0.304917255967,10719.18,8.58939266205,additional
8,0.480833333333,0.243486772487,0.299461534937,10693.4225,8.32854270935,additional
9,0.484166666667,0.237665343915,0.295787526582,10638.895,8.10958194733,additional
10,0.4925,0.243703373016,0.302049237919,10612.87,7.92135858536,additional
11,0.488333333333,0.242006613757,0.299961771793,10596.5375,7.75537014008,additional
12,0.483333333333,0.240200066138,0.297283114036,10577.7525,7.57528448105,additional
13,0.486666666667,0.240230820106,0.298001478054,10551.8625,7.43701124191,additional
14,0.488333333333,0.237996693122,0.296661178261,10548.985,7.31035709381,additional
15,0.483333333333,0.236335978836,0.294230403436,10563.71,7.20246362686,additional
16,0.4825,0.243866402116,0.299655358466,10557.3175,7.08742523193,additional
17,0.486666666667,0.244967592593,0.301401924005,10543.87,6.98001194,additional
18,0.481666666667,0.24177281746,0.297754610392,10547.08,6.87895488739,additional
19,0.4825,0.238065145503,0.294852825463,10562.7225,6.78287553787,additional
20,0.465833333333,0.238877645503,0.291994639438,10558.5775,6.68797063828,additional
21,0.476666666667,0.235600529101,0.292281522628,10538.9575,6.59678411484,additional
22,0.469166666667,0.246821759259,0.299087882117,10521.225,6.50645112991,additional
23,0.471666666667,0.248398809524,0.300745806197,10549.1025,6.42220783234,additional
24,0.47,0.254698082011,0.305011115888,10524.8125,6.33057069778,additional
25,0.473333333333,0.251490410053,0.303624671037,10561.025,6.23807048798,additional
26,0.4675,0.250323082011,0.301176543501,10641.3725,6.15361166,additional
27,0.478333333333,0.247920304233,0.301967414029,10601.415,6.06136417389,additional
28,0.485,0.251652777778,0.30624766316,10650.1575,5.98600101471,additional
29,0.4725,0.244175925926,0.297884221171,10717.8425,5.904545784,additional
30,0.4725,0.247950396825,0.300470238444,10633.145,5.82797908783,additional
31,0.485,0.250418320106,0.305239671577,10601.725,5.76583480835,additional
32,0.475833333333,0.24705787037,0.300742304884,10674.3275,5.6796002388,additional
33,0.476666666667,0.252374007937,0.304942842001,10600.1825,5.62135648727,additional
34,0.468333333333,0.241025462963,0.294213923609,10674.3775,5.53879261017,additional
35,0.475,0.25026223545,0.302766545545,10646.3575,5.4637298584,additional
36,0.476666666667,0.238931216931,0.294435502653,10638.6775,5.41182088852,additional
37,0.4725,0.249508928571,0.301593078382,10659.14,5.32863664627,additional
38,0.478333333333,0.251421626984,0.304376398625,10634.7575,5.2590265274,additional
39,0.481666666667,0.253770171958,0.306975635771,10603.0475,5.18533229828,additional
40,0.485,0.258491732804,0.311330231788,10665.29,5.09874629974,additional
41,0.4875,0.250587301587,0.305803113182,10642.6325,5.03077411652,additional
42,0.488333333333,0.252989417989,0.307779032512,10658.1425,4.96152925491,additional
43,0.485,0.261989748677,0.314129979035,10632.5075,4.91208982468,additional
44,0.488333333333,0.259289351852,0.31279046152,10705.6875,4.8282122612,additional
45,0.496666666667,0.25714781746,0.313081554681,10632.6375,4.77713489532,additional
46,0.495833333333,0.265619708995,0.31915397034,10678.1725,4.69856023788,additional
47,0.49,0.253514880952,0.308806011963,10655.9225,4.64112520218,additional
48,0.493333333333,0.262821759259,0.316593652474,10673.8075,4.57023096085,additional
49,0.486666666667,0.261837301587,0.31433152484,10672.9025,4.51839876175,additional
50,0.49,0.26642228836,0.318497541885,10696.0125,4.44527006149,additional
50,0.499166666667,0.26912037037,0.322619109393,10696.0125,4.44527006149,additional_test
